orf1	0-53
orf5728	139175-139198
orf5729	139199-139684
orf573	45624-45644
orf573-r	111399-111446
orf5730	139685-139741
orf5731	139748-139834
orf5732	139835-139909
orf5733	139925-139969
orf5734	139970-140011
orf5735	140012-140038
orf5736	140039-140245
orf5737	140246-140269
orf5738	140288-140317
orf5739	140324-140515
orf574	45645-45716
orf574-r	111375-111398
orf5740	140516-140608
orf5741	140627-140704
orf5742	140705-140806
orf5743	140819-140932
orf5744	140933-140989
orf5745	140999-141220
orf5746	141233-141337
orf5747	141338-141370
orf5748	141383-141439
orf5749	141440-141472
orf575	45741-45779
orf575-r	111333-111374
orf5750	141473-141550
orf5751	141551-141634
orf5752	141635-141685
orf5753	141704-141724
orf5754	141725-141829
orf5755	141830-141919
orf5756	141926-142051
orf5757	142058-142087
orf5758	142088-142210
orf5759	142211-142249
orf576	45780-45830
orf576-r	111282-111332
orf5760	142250-142732
orf5761	142733-142762
orf5762	142763-142825
orf5763	142826-142891
orf5764	142892-142960
orf5765	142961-143044
orf5766	143045-143896
orf5767	143897-143980
orf5768	143993-144103
orf5769	144104-144127
orf577	45831-45911
orf577-r	111255-111281
orf5770	144128-144160
orf5771	144164-144193
orf5772	144194-144340
orf5773	144341-144487
orf5774	144488-145279
orf5775	145280-145381
orf5776	145382-145471
orf5777	145472-145546
orf5778	145565-145681
orf5779	145682-145717
orf578	45921-45995
orf578-r	111210-111239
orf5780	145718-145744
orf5781	145745-145786
orf5782	145787-145855
orf5783	145862-145897
orf5784	145898-145951
orf5785	145952-145993
orf5786	145994-146017
orf5787	146018-146074
orf5788	146075-146125
orf5789	146126-146449
orf579	45996-46037
orf579-r	111171-111209
orf5790	146450-146500
orf5791	146507-146626
orf5792	146627-146680
orf5793	146681-146710
orf5794	146711-146770
orf5795	146771-146794
orf5796	146795-146959
orf5797	146960-146989
orf5798	146990-147052
orf5799	147053-147097
orf58	4626-4676
orf58-r	152493-152549
orf580	46089-46169
orf580-r	111075-111116
orf5800	147101-147175
orf5801	147176-147328
orf5802	147329-147469
orf5803	147491-147526
orf5804	147527-147610
orf5805	147611-147688
orf5806	147701-147793
orf5807	147794-147856
orf5808	147857-147889
orf5809	147890-147940
orf581	46185-46289
orf581-r	111000-111074
orf5810	147941-147973
orf5811	147974-148033
orf5812	148034-148069
orf5813	148070-148135
orf5814	148160-148201
orf5815	148202-148357
orf5816	148358-148486
orf5817	148487-148573
orf5818	148574-148600
orf5819	148601-148654
orf582	46290-46358
orf582-r	110961-110993
orf5820	148655-148813
orf5821	148814-148870
orf5822	148871-148984
orf5823	148997-149029
orf5824	149048-149095
orf5825	149096-149116
orf5826	149117-149140
orf5827	149141-149167
orf5828	149171-149203
orf5829	149204-149224
orf583	46359-46436
orf583-r	110892-110960
orf5830	149225-149260
orf5831	149261-149374
orf5832	149375-149515
orf5833	149516-149809
orf5834	149810-149965
orf5835	149966-150007
orf5836	150008-150028
orf5837	150029-150175
orf5838	150176-150277
orf5839	150278-150313
orf584	46437-46469
orf584-r	110757-110891
orf5840	150314-150364
orf5841	150371-150436
orf5842	150437-150727
orf5843	150740-150778
orf5844	150779-150805
orf5845	150806-150862
orf5846	150863-151003
orf5847	151004-151039
orf5848	151049-151072
orf5849	151085-151108
orf585	46470-46511
orf585-r	110667-110735
orf5850	151109-151129
orf5851	151130-151291
orf5852	151292-151321
orf5853	151322-151468
orf5854	151469-151525
orf5855	151526-151549
orf5856	151559-151633
orf5857	151652-151678
orf5858	151679-151756
orf5859	151757-151789
orf586	46512-46535
orf586-r	110625-110663
orf5860	151790-151810
orf5861	151811-151891
orf5862	151904-151933
orf5863	151934-151987
orf5864	151988-152056
orf5865	152057-152167
orf5866	152168-152284
orf5867	152285-152323
orf5868	152324-152410
orf5869	152411-152515
orf587	46572-46598
orf587-r	110580-110624
orf5870	152516-152560
orf5871	152588-152623
orf5872	152636-152674
orf5873	152675-152704
orf5874	152705-152827
orf5875	152828-152875
orf5876	152882-152956
orf5877	152957-153037
orf5878	153038-153169
orf5879	153170-153523
orf588	46632-46655
orf588-r	110523-110543
orf5880	153524-153760
orf5881	153764-153820
orf5882	153821-153844
orf5883	153845-153922
orf5884	153923-154018
orf5885	154019-154111
orf5886	154112-154267
orf5887	154268-154303
orf5888	154313-154387
orf5889	154388-154429
orf589	46656-46694
orf589-r	110493-110522
orf5890	154430-154516
orf5891	154529-154552
orf5892	154553-154693
orf5893	154700-154789
orf5894	154790-154852
orf5895	154853-154930
orf5896	154931-154957
orf5897	154958-154978
orf5898	154979-154999
orf5899	155009-155029
orf59	4677-4895
orf59-r	152415-152492
orf590	46695-46730
orf590-r	110358-110480
orf5900	155036-155134
orf5901	155135-155164
orf5902	155165-155281
orf5903	155318-155338
orf5904	155339-155395
orf5905	155420-155947
orf5906	155963-155983
orf5907	155984-156079
orf5908	156080-156214
orf5909	156227-156490
orf591	46731-46838
orf591-r	110331-110357
orf5910	156491-156538
orf592	46839-46868
orf592-r	110286-110330
orf593	46869-46928
orf593-r	110244-110273
orf594	46944-47075
orf594-r	110223-110243
orf595	47091-47117
orf595-r	110145-110216
orf596	47124-47180
orf596-r	110064-110144
orf597	47181-47318
orf597-r	110034-110063
orf598	47319-47387
orf598-r	109935-110033
orf599	47388-47423
orf599-r	109875-109934
orf6	306-365
orf6-r	156276-156323
orf60	4896-4952
orf60-r	152271-152414
orf600	47451-47492
orf600-r	109791-109874
orf601	47493-47798
orf601-r	109749-109790
orf602	47811-47873
orf602-r	109635-109748
orf603	47874-47894
orf603-r	109614-109634
orf604	47895-47921
orf604-r	109473-109613
orf605	47922-48071
orf605-r	109449-109472
orf606	48075-48251
orf606-r	109392-109436
orf607	48264-48323
orf607-r	109308-109376
orf608	48324-48380
orf608-r	109032-109307
orf609	48381-48449
orf609-r	109002-109031
orf61	4953-5126
orf61-r	152196-152270
orf610	48450-48641
orf610-r	108927-109001
orf611	48642-48881
orf611-r	108822-108926
orf612	48882-48902
orf612-r	108726-108821
orf613	48903-48956
orf613-r	108468-108725
orf614	48957-48986
orf614-r	108417-108467
orf615	48987-49058
orf615-r	108216-108416
orf616	49059-49187
orf616-r	108093-108215
orf617	49188-49289
orf617-r	107802-108092
orf618	49290-49331
orf618-r	107763-107801
orf619	49332-49355
orf619-r	107712-107762
orf62	5127-5159
orf62-r	152082-152195
orf620	49356-49397
orf620-r	107634-107711
orf621	49398-49442
orf621-r	107526-107633
orf622	49470-49529
orf622-r	107499-107525
orf623	49530-49592
orf623-r	107391-107498
orf624	49611-49649
orf624-r	107208-107384
orf625	49674-49874
orf625-r	107142-107207
orf626	49875-49985
orf626-r	107106-107141
orf627	49995-50033
orf627-r	106743-107105
orf628	50040-50072
orf628-r	106629-106742
orf629	50073-50108
orf629-r	106380-106610
orf63	5160-5189
orf63-r	151953-152081
orf630	50112-50159
orf630-r	106341-106379
orf631	50175-50204
orf631-r	106314-106340
orf632	50214-50237
orf632-r	106134-106313
orf633	50238-50309
orf633-r	106014-106133
orf634	50322-50354
orf634-r	105927-106013
orf635	50355-50444
orf635-r	105888-105926
orf636	50445-50495
orf636-r	105795-105887
orf637	50499-50552
orf637-r	105771-105794
orf638	50553-50669
orf638-r	105681-105770
orf639	50670-50711
orf639-r	105477-105680
orf64	5190-5222
orf64-r	151875-151952
orf640	50730-50810
orf640-r	105453-105476
orf641	50811-51014
orf641-r	105414-105452
orf642	51015-51050
orf642-r	105324-105413
orf643	51051-51098
orf643-r	105267-105323
orf644	51111-51134
orf644-r	105171-105266
orf645	51135-51155
orf645-r	105147-105170
orf646	51156-51218
orf646-r	104991-105146
orf647	51219-51257
orf647-r	104877-104990
orf648	51258-51278
orf648-r	104829-104876
orf649	51279-51467
orf649-r	104709-104828
orf65	5223-5366
orf65-r	151722-151874
orf650	51468-51539
orf650-r	104679-104708
orf651	51561-51611
orf651-r	104601-104678
orf652	51612-51641
orf652-r	104379-104600
orf653	51642-51665
orf653-r	104331-104378
orf654	51669-51737
orf654-r	104286-104330
orf655	51753-51836
orf655-r	104235-104285
orf656	51837-51878
orf656-r	104142-104216
orf657	51879-51926
orf657-r	104112-104141
orf658	51936-51968
orf658-r	104037-104111
orf659	51969-52010
orf659-r	103998-104036
orf66	5370-5447
orf66-r	151665-151721
orf660	52011-52049
orf660-r	103788-103985
orf661	52056-52151
orf661-r	103755-103787
orf662	52152-52187
orf662-r	103683-103754
orf663	52188-52214
orf663-r	103617-103682
orf664	52215-52247
orf664-r	103353-103616
orf665	52248-52271
orf665-r	103290-103352
orf666	52272-52304
orf666-r	103122-103289
orf667	52305-52427
orf667-r	103038-103121
orf668	52428-52502
orf668-r	102927-103037
orf669	52506-52550
orf669-r	102882-102926
orf67	5448-5480
orf67-r	151620-151652
orf670	52551-52577
orf670-r	102699-102881
orf671	52578-52727
orf671-r	102675-102698
orf672	52728-52937
orf672-r	102327-102674
orf673	52938-52976
orf673-r	102261-102326
orf674	52977-53015
orf674-r	102111-102260
orf675	53055-53108
orf675-r	102009-102071
orf676	53130-53174
orf676-r	101823-102008
orf677	53178-53306
orf677-r	101790-101822
orf678	53313-53342
orf678-r	101682-101783
orf679	53343-53426
orf679-r	101631-101681
orf68	5481-5516
orf68-r	151593-151619
orf680	53427-53768
orf680-r	101451-101630
orf681	53781-53864
orf681-r	101166-101450
orf682	53865-53906
orf682-r	100800-101165
orf683	53907-54011
orf683-r	100692-100799
orf684	54018-54056
orf684-r	100455-100691
orf685	54057-54110
orf685-r	100425-100448
orf686	54111-54182
orf686-r	100398-100424
orf687	54186-54269
orf687-r	100293-100382
orf688	54270-54290
orf688-r	100200-100277
orf689	54291-54323
orf689-r	100179-100199
orf69	5523-5561
orf69-r	151542-151589
orf690	54324-54416
orf690-r	100062-100178
orf691	54417-54440
orf691-r	99996-100061
orf692	54441-54563
orf692-r	99954-99986
orf693	54564-54671
orf693-r	99927-99953
orf694	54687-54770
orf694-r	99849-99911
orf695	54771-54812
orf695-r	99783-99827
orf696	54813-54836
orf696-r	99759-99782
orf697	54837-54896
orf697-r	99738-99758
orf698	54915-54986
orf698-r	99507-99737
orf699	55008-55052
orf699-r	99315-99506
orf7	366-461
orf7-r	156246-156275
orf70	5562-5582
orf70-r	151476-151508
orf700	55053-55082
orf700-r	99198-99278
orf701	55083-55106
orf701-r	98988-99173
orf702	55107-55151
orf702-r	98829-98987
orf703	55152-55211
orf703-r	98718-98810
orf704	55233-55259
orf704-r	98646-98717
orf705	55275-55298
orf705-r	98568-98645
orf706	55299-55325
orf706-r	98538-98567
orf707	55341-55457
orf707-r	98451-98537
orf708	55458-55478
orf708-r	98316-98450
orf709	55479-55529
orf709-r	98217-98303
orf71	5589-5651
orf71-r	151419-151475
orf710	55545-55640
orf710-r	98115-98216
orf711	55641-55703
orf711-r	98034-98114
orf712	55704-55751
orf712-r	97944-98033
orf713	55767-55811
orf713-r	97800-97940
orf714	55818-55988
orf714-r	97710-97799
orf715	56004-56027
orf715-r	97653-97709
orf716	56028-56060
orf716-r	97581-97652
orf717	56091-56120
orf717-r	97497-97580
orf718	56121-56141
orf718-r	97437-97493
orf719	56142-56189
orf719-r	97323-97433
orf72	5652-5723
orf72-r	151314-151418
orf720	56190-56252
orf720-r	97263-97304
orf721	56271-56300
orf721-r	97230-97262
orf722	56301-56363
orf722-r	97161-97229
orf723	56382-56405
orf723-r	97119-97160
orf724	56406-56510
orf724-r	97059-97118
orf725	56520-56561
orf725-r	97038-97058
orf726	56562-56597
orf726-r	96999-97037
orf727	56610-56630
orf727-r	96858-96998
orf728	56649-56705
orf728-r	96738-96857
orf729	56718-56780
orf729-r	96639-96737
orf73	5724-5744
orf73-r	151149-151313
orf730	56781-56840
orf730-r	96366-96635
orf731	56841-56873
orf731-r	96222-96365
orf732	56874-56942
orf732-r	96078-96221
orf733	56946-56984
orf733-r	96021-96077
orf734	56985-57038
orf734-r	95847-96020
orf735	57057-57077
orf735-r	95766-95846
orf736	57102-57227
orf736-r	95709-95765
orf737	57228-57296
orf737-r	95652-95708
orf738	57300-57332
orf738-r	95589-95651
orf739	57366-57398
orf739-r	95538-95582
orf74	5745-5801
orf74-r	151098-151148
orf740	57417-57458
orf740-r	95403-95537
orf741	57459-57497
orf741-r	95322-95399
orf742	57498-57524
orf742-r	95280-95300
orf743	57525-57575
orf743-r	95244-95267
orf744	57585-57617
orf744-r	95172-95243
orf745	57618-57779
orf745-r	94965-95159
orf746	57780-57911
orf746-r	94875-94946
orf747	57912-57959
orf747-r	94797-94874
orf748	57960-57989
orf748-r	94644-94781
orf749	57990-58034
orf749-r	94596-94643
orf75	5802-5939
orf75-r	151062-151097
orf750	58035-58187
orf750-r	94461-94595
orf751	58188-59687
orf751-r	94380-94430
orf752	59688-59726
orf752-r	94248-94376
orf753	59727-59780
orf753-r	94215-94247
orf754	59781-59807
orf754-r	94182-94214
orf755	59817-59837
orf755-r	94008-94181
orf756	59859-59915
orf756-r	93954-94007
orf757	59919-59963
orf757-r	93903-93953
orf758	59964-60002
orf758-r	93783-93902
orf759	60006-60086
orf759-r	93753-93782
orf76	5940-5972
orf76-r	151023-151052
orf760	60090-60230
orf760-r	93705-93752
orf761	60231-60278
orf761-r	93675-93704
orf762	60279-60317
orf762-r	93597-93659
orf763	60318-60482
orf763-r	93534-93596
orf764	60507-60587
orf764-r	93468-93533
orf765	60588-61148
orf765-r	93420-93467
orf766	61149-61169
orf766-r	93285-93419
orf767	61170-61223
orf767-r	93261-93284
orf768	61233-61310
orf768-r	93147-93257
orf769	61311-61370
orf769-r	93081-93146
orf77	5988-6071
orf77-r	150972-151022
orf770	61371-61550
orf770-r	92967-93062
orf771	61551-61673
orf771-r	92877-92951
orf772	61674-61742
orf772-r	92817-92876
orf773	61767-61793
orf773-r	92637-92798
orf774	61794-61874
orf774-r	92589-92636
orf775	61893-61919
orf775-r	92568-92588
orf776	61920-62015
orf776-r	92496-92561
orf777	62016-62042
orf777-r	92448-92495
orf778	62061-62087
orf778-r	92418-92447
orf779	62091-62129
orf779-r	92394-92417
orf78	6078-6101
orf78-r	150918-150971
orf780	62130-62213
orf780-r	92334-92375
orf781	62232-62306
orf781-r	92304-92330
orf782	62319-62339
orf782-r	92274-92303
orf783	62340-62387
orf783-r	92151-92273
orf784	62391-62474
orf784-r	92124-92150
orf785	62487-62510
orf785-r	92019-92123
orf786	62511-62534
orf786-r	91986-92018
orf787	62553-62573
orf787-r	91935-91985
orf788	62574-62672
orf788-r	91836-91901
orf789	62676-62744
orf789-r	91806-91835
orf79	6102-6221
orf79-r	150849-150917
orf790	62781-62903
orf790-r	91716-91793
orf791	62904-62957
orf791-r	91689-91715
orf792	62976-62999
orf792-r	91656-91688
orf793	63012-63035
orf793-r	91608-91655
orf794	63039-63062
orf794-r	91542-91607
orf795	63069-63200
orf795-r	91482-91532
orf796	63201-63245
orf796-r	91374-91436
orf797	63249-63359
orf797-r	91305-91364
orf798	63390-63428
orf798-r	91269-91304
orf799	63462-63488
orf799-r	91227-91268
orf8	498-521
orf8-r	156072-156245
orf80	6222-6263
orf80-r	150822-150848
orf800	63489-63530
orf800-r	91188-91226
orf801	63546-63569
orf801-r	91116-91166
orf802	63570-63686
orf802-r	91002-91115
orf803	63702-63797
orf803-r	90966-91001
orf804	63798-63914
orf804-r	90726-90953
orf805	63915-63959
orf805-r	90666-90725
orf806	63960-64004
orf806-r	90609-90665
orf807	64005-64178
orf807-r	90567-90608
orf808	64188-64307
orf808-r	90507-90566
orf809	64314-64409
orf809-r	90462-90506
orf81	6285-6416
orf81-r	150789-150812
orf810	64410-64436
orf810-r	90351-90455
orf811	64437-64538
orf811-r	90330-90350
orf812	64545-64622
orf812-r	90306-90329
orf813	64638-64742
orf813-r	90282-90305
orf814	64743-64958
orf814-r	90219-90281
orf815	64959-65012
orf815-r	90033-90218
orf816	65013-65120
orf816-r	89925-90032
orf817	65121-65144
orf817-r	89796-89924
orf818	65160-65201
orf818-r	89697-89795
orf819	65202-65246
orf819-r	89562-89687
orf82	6417-6482
orf82-r	150750-150788
orf820	65247-65285
orf820-r	89520-89549
orf821	65286-65324
orf821-r	89469-89501
orf822	65325-65366
orf822-r	89367-89429
orf823	65367-65486
orf823-r	89190-89333
orf824	65487-65549
orf824-r	89160-89189
orf825	65550-65681
orf825-r	89079-89159
orf826	65697-65744
orf826-r	89031-89066
orf827	65745-65813
orf827-r	88968-89030
orf828	65826-65861
orf828-r	88926-88967
orf829	65880-65933
orf829-r	88809-88925
orf83	6483-6620
orf83-r	150402-150749
orf830	65937-65978
orf830-r	88746-88808
orf831	65982-66095
orf831-r	88569-88745
orf832	66096-66128
orf832-r	88464-88568
orf833	66138-66338
orf833-r	88347-88451
orf834	66363-66446
orf834-r	88305-88346
orf835	66447-66545
orf835-r	87894-88304
orf836	66546-66566
orf836-r	87792-87869
orf837	66567-66704
orf837-r	87687-87767
orf838	66708-66737
orf838-r	87654-87686
orf839	66738-66788
orf839-r	87609-87653
orf84	6621-6680
orf84-r	150345-150386
orf840	66789-66809
orf840-r	87585-87608
orf841	66810-66851
orf841-r	87561-87584
orf842	66852-66890
orf842-r	87417-87545
orf843	66915-66944
orf843-r	87078-87416
orf844	66945-67052
orf844-r	86658-87077
orf845	67053-67106
orf845-r	86631-86657
orf846	67107-67136
orf846-r	86526-86630
orf847	67173-67220
orf847-r	86475-86525
orf848	67221-67241
orf848-r	86451-86474
orf849	67242-67295
orf849-r	86382-86450
orf85	6681-6707
orf85-r	150279-150344
orf850	67326-67400
orf850-r	86319-86363
orf851	67401-67526
orf851-r	86295-86318
orf852	67527-67592
orf852-r	86274-86294
orf853	67593-67652
orf853-r	86082-86273
orf854	67653-67787
orf854-r	86028-86081
orf855	67788-67826
orf855-r	85974-86024
orf856	67827-67913
orf856-r	85935-85973
orf857	67914-67961
orf857-r	85893-85934
orf858	67962-68132
orf858-r	85812-85892
orf859	68133-68165
orf859-r	85755-85811
orf86	6720-6761
orf86-r	150213-150278
orf860	68166-68228
orf860-r	85674-85754
orf861	68229-68333
orf861-r	85623-85673
orf862	68334-68375
orf862-r	85578-85598
orf863	68412-68453
orf863-r	85533-85577
orf864	68454-68474
orf864-r	85512-85532
orf865	68475-68645
orf865-r	85476-85511
orf866	68667-68711
orf866-r	85446-85475
orf867	68712-68732
orf867-r	85338-85445
orf868	68733-68900
orf868-r	85317-85337
orf869	68901-68927
orf869-r	85272-85316
orf87	6762-6839
orf87-r	150081-150212
orf870	68946-68972
orf870-r	85152-85271
orf871	68973-69110
orf871-r	85047-85151
orf872	69117-69164
orf872-r	85011-85043
orf873	69210-69368
orf873-r	84567-85010
orf874	69369-69431
orf874-r	84405-84554
orf875	69432-69575
orf875-r	84363-84404
orf876	69582-69602
orf876-r	84156-84362
orf877	69606-69647
orf877-r	84135-84155
orf878	69648-69674
orf878-r	84096-84134
orf879	69675-69764
orf879-r	84060-84095
orf88	6840-6866
orf88-r	150036-150065
orf880	69765-69845
orf880-r	83961-84050
orf881	69858-69878
orf881-r	83934-83960
orf882	69879-69938
orf882-r	83859-83927
orf883	69939-69968
orf883-r	83796-83858
orf884	69984-70025
orf884-r	83772-83795
orf885	70029-70052
orf885-r	83706-83732
orf886	70053-70157
orf886-r	83625-83660
orf887	70158-70280
orf887-r	83454-83609
orf888	70281-70364
orf888-r	83430-83453
orf889	70386-70469
orf889-r	83334-83414
orf89	6867-6896
orf89-r	149937-150035
orf890	70470-70583
orf890-r	83166-83312
orf891	70587-70628
orf891-r	83142-83165
orf892	70632-70715
orf892-r	83088-83138
orf893	70716-70742
orf893-r	82902-83072
orf894	70743-70793
orf894-r	82878-82901
orf895	70794-70823
orf895-r	82833-82859
orf896	70836-70895
orf896-r	82746-82832
orf897	70899-70931
orf897-r	82707-82730
orf898	70932-71033
orf898-r	82683-82706
orf899	71034-71120
orf899-r	82602-82673
orf9	528-581
orf9-r	156027-156071
orf90	6897-6941
orf90-r	149883-149933
orf900	71121-71195
orf900-r	82581-82601
orf901	71196-71216
orf901-r	82422-82580
orf902	71217-71474
orf902-r	82401-82421
orf903	71475-71534
orf903-r	82299-82400
orf904	71535-71561
orf904-r	82191-82286
orf905	71580-71618
orf905-r	82167-82190
orf906	71619-71912
orf906-r	82146-82166
orf907	71913-71957
orf907-r	82113-82139
orf908	71967-72128
orf908-r	82044-82094
orf909	72129-72155
orf909-r	81945-81986
orf91	6942-7031
orf91-r	149850-149882
orf910	72165-72191
orf910-r	81852-81941
orf911	72192-72323
orf911-r	81828-81851
orf912	72333-72368
orf912-r	81795-81818
orf913	72369-72434
orf913-r	81687-81779
orf914	72435-72494
orf914-r	81657-81686
orf915	72495-72680
orf915-r	81219-81623
orf916	72699-72788
orf916-r	81174-81218
orf917	72798-72827
orf917-r	81102-81131
